step,epoch,word,n_occurrences,mean_nll,sum_nll
1,0.008547008547008548,a,50,9.569604,478.480177
1,0.008547008547008548,about,50,11.256373,562.818638
1,0.008547008547008548,above,50,10.938329,546.916468
1,0.008547008547008548,after,50,10.947164,547.358187
1,0.008547008547008548,airplane,50,10.799736,539.986795
1,0.008547008547008548,all,50,11.164534,558.226707
1,0.008547008547008548,alligator,50,10.134768,506.738389
1,0.008547008547008548,am,50,10.725330,536.266519
1,0.008547008547008548,and,50,11.369876,568.493815
1,0.008547008547008548,animal,50,11.067238,553.361895
1,0.008547008547008548,ankle,5,10.586366,52.931832
1,0.008547008547008548,another,50,11.056159,552.807973
1,0.008547008547008548,any,50,11.439817,571.990862
1,0.008547008547008548,apple,50,10.355890,517.794488
1,0.008547008547008548,are,50,10.726439,536.321926
1,0.008547008547008548,arm,50,11.302031,565.101552
1,0.008547008547008548,around,50,11.055511,552.775554
1,0.008547008547008548,asleep,50,9.812953,490.647646
1,0.008547008547008548,at,50,11.730891,586.544572
1,0.008547008547008548,aunt,42,11.087729,465.684620
1,0.008547008547008548,awake,50,11.056021,552.801053
1,0.008547008547008548,away,50,12.149861,607.493056
1,0.008547008547008548,baby,50,10.409752,520.487576
1,0.008547008547008548,babysitter,11,11.332345,124.655796
1,0.008547008547008548,back,50,10.965176,548.258799
1,0.008547008547008548,backyard,19,10.849522,206.140917
1,0.008547008547008548,bad,50,11.902983,595.149160
1,0.008547008547008548,ball,50,11.947292,597.364610
1,0.008547008547008548,balloon,50,11.573593,578.679661
1,0.008547008547008548,banana,50,10.880049,544.002439
1,0.008547008547008548,basement,26,10.797321,280.730337
1,0.008547008547008548,basket,50,10.813078,540.653904
1,0.008547008547008548,bat,50,10.792895,539.644768
1,0.008547008547008548,bath,50,10.119611,505.980544
1,0.008547008547008548,bathroom,50,11.035145,551.757256
1,0.008547008547008548,bathtub,31,11.292548,350.068995
1,0.008547008547008548,be,50,9.967868,498.393392
1,0.008547008547008548,beach,50,10.182311,509.115567
