step,epoch,word,n_occurrences,mean_nll,sum_nll
1,0.008403361344537815,a,50,9.280066,464.003313
1,0.008403361344537815,about,50,10.768381,538.419034
1,0.008403361344537815,above,50,10.956782,547.839075
1,0.008403361344537815,after,50,10.719562,535.978087
1,0.008403361344537815,airplane,50,11.122825,556.141227
1,0.008403361344537815,all,50,10.919039,545.951953
1,0.008403361344537815,alligator,50,9.961559,498.077974
1,0.008403361344537815,am,50,10.803091,540.154557
1,0.008403361344537815,and,50,10.920686,546.034278
1,0.008403361344537815,animal,50,10.743429,537.171456
1,0.008403361344537815,ankle,5,10.567974,52.839870
1,0.008403361344537815,another,50,10.847984,542.399211
1,0.008403361344537815,any,50,11.439256,571.962790
1,0.008403361344537815,apple,50,10.228685,511.434241
1,0.008403361344537815,are,50,10.626149,531.307445
1,0.008403361344537815,arm,50,10.995147,549.757364
1,0.008403361344537815,around,50,10.907934,545.396722
1,0.008403361344537815,asleep,50,9.933398,496.669898
1,0.008403361344537815,at,50,11.695771,584.788540
1,0.008403361344537815,aunt,42,10.979632,461.144547
1,0.008403361344537815,awake,50,11.443225,572.161273
1,0.008403361344537815,away,50,12.006884,600.344211
1,0.008403361344537815,baby,50,10.334827,516.741334
1,0.008403361344537815,babysitter,11,11.470450,126.174948
1,0.008403361344537815,back,50,11.187280,559.363986
1,0.008403361344537815,backyard,19,10.544401,200.343616
1,0.008403361344537815,bad,50,11.733820,586.690996
1,0.008403361344537815,ball,50,11.786157,589.307832
1,0.008403361344537815,balloon,50,11.348841,567.442064
1,0.008403361344537815,banana,50,10.474534,523.726719
1,0.008403361344537815,basement,26,11.052935,287.376304
1,0.008403361344537815,basket,50,10.885735,544.286730
1,0.008403361344537815,bat,50,10.552300,527.615024
1,0.008403361344537815,bath,50,10.602485,530.124231
1,0.008403361344537815,bathroom,50,11.161809,558.090470
1,0.008403361344537815,bathtub,31,11.086820,343.691415
1,0.008403361344537815,be,50,10.035761,501.788033
1,0.008403361344537815,beach,50,10.385208,519.260396
1,0.008403361344537815,beads,50,11.910911,595.545528
1,0.008403361344537815,beans,50,11.585988,579.299385
1,0.008403361344537815,bear,50,9.970828,498.541420
1,0.008403361344537815,because,50,10.735674,536.783689
1,0.008403361344537815,bed,50,10.507293,525.364632
1,0.008403361344537815,bedroom,50,10.790402,539.520114
1,0.008403361344537815,bee,50,10.584741,529.237062
1,0.008403361344537815,before,50,11.760374,588.018703
1,0.008403361344537815,behind,50,10.490539,524.526952
1,0.008403361344537815,belly,50,10.960593,548.029664
1,0.008403361344537815,belt,50,11.628110,581.405523
1,0.008403361344537815,bench,50,10.883036,544.151784
1,0.008403361344537815,beside,50,11.591643,579.582144
1,0.008403361344537815,better,50,10.398541,519.927074
1,0.008403361344537815,bib,50,10.472001,523.600060
1,0.008403361344537815,bicycle,50,10.816668,540.833382
