step,epoch,word,n_occurrences,mean_nll,sum_nll
1,0.008547008547008548,a,50,12.364049,618.202467
1,0.008547008547008548,about,50,10.921981,546.099050
1,0.008547008547008548,above,50,11.182233,559.111646
1,0.008547008547008548,after,50,10.732764,536.638193
1,0.008547008547008548,airplane,50,11.200028,560.001409
1,0.008547008547008548,all,50,11.051007,552.550346
1,0.008547008547008548,alligator,50,11.335618,566.780880
1,0.008547008547008548,am,50,11.542320,577.115997
1,0.008547008547008548,and,50,9.778835,488.941770
1,0.008547008547008548,animal,50,11.423471,571.173561
1,0.008547008547008548,ankle,5,11.210608,56.053040
1,0.008547008547008548,another,50,11.516439,575.821939
1,0.008547008547008548,any,50,10.795562,539.778075
1,0.008547008547008548,apple,50,10.272506,513.625289
1,0.008547008547008548,are,50,10.256410,512.820478
1,0.008547008547008548,arm,50,10.514849,525.742459
1,0.008547008547008548,around,50,10.961489,548.074464
1,0.008547008547008548,asleep,50,11.243419,562.170955
1,0.008547008547008548,at,50,11.209432,560.471609
1,0.008547008547008548,aunt,42,11.366437,477.390357
1,0.008547008547008548,awake,50,10.903133,545.156631
1,0.008547008547008548,away,50,10.879059,543.952945
1,0.008547008547008548,baby,50,11.063182,553.159089
1,0.008547008547008548,babysitter,11,11.011454,121.125999
1,0.008547008547008548,back,50,11.058449,552.922471
1,0.008547008547008548,backyard,19,10.862580,206.389028
1,0.008547008547008548,bad,50,11.308478,565.423906
1,0.008547008547008548,ball,50,11.468038,573.401904
1,0.008547008547008548,balloon,50,10.680627,534.031373
1,0.008547008547008548,banana,50,10.703743,535.187163
1,0.008547008547008548,basement,26,11.496994,298.921842
1,0.008547008547008548,basket,50,10.329099,516.454967
1,0.008547008547008548,bat,50,11.093773,554.688645
1,0.008547008547008548,bath,50,10.498852,524.942602
1,0.008547008547008548,bathroom,50,10.452997,522.649833
1,0.008547008547008548,bathtub,31,11.760531,364.576459
1,0.008547008547008548,be,50,12.569222,628.461101
1,0.008547008547008548,beach,50,10.448838,522.441880
1,0.008547008547008548,beads,50,11.057691,552.884539
