"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:あそこ",1,1.45987555,0.9909958505,1.957685555,1.00184259898724,8200.26322589125,0.0658174097664544,471
"id:あっ",2,-3.021745,-3.303179435,-2.736016945,1.00073367420923,10726.7422809736,0.26963906581741,471
"id:あった（見つけた時に）",3,-4.51738315,-4.772137905,-4.252288035,1.00124142984171,9797.56251189965,0.388535031847134,471
"id:あっち",4,-3.05292275,-3.331808535,-2.76651957,0.999936482144372,8994.24807149485,0.271762208067941,471
"id:あの",5,2.0669435,1.53570708,2.613119725,1.00180236664056,8389.26978325019,0.129032258064516,186
"id:あのね",6,1.7318403,1.247772285,2.23192027,1.00231683406506,7569.93778487067,0.059447983014862,471
"id:あれ",7,-0.43532941,-0.807222013,-0.06410670805,1.00048992198874,8094.70254898417,0.127388535031847,471
"id:あれっ・あら",8,-0.921490195,-1.26981595,-0.5593698265,1.00165461293498,8371.70756971931,0.148619957537155,471
"id:あんな",9,4.3337066,3.59657659,5.1512541,1.00135819059413,8540.98789056769,0.0483870967741935,186
"id:いい",10,-0.32750528,-0.7141634215,0.0683649260999998,1.00154914295556,8936.76011629698,0.123142250530786,471
"id:いえ（家）",11,-0.10854465,-0.508057681,0.2916263495,1.00107055967538,8043.19586431384,0.274193548387097,186
"id:いただきます",12,-2.99637285,-3.277898445,-2.69852355,1.00329621006667,10591.8457174753,0.267515923566879,471
"id:いち",13,-2.3936593,-2.75063865,-2.041921175,1.00008016727458,9264.24328755863,0.510752688172043,186
"id:いってらっしゃい",14,-1.44181475,-1.764705825,-1.10043011,1.00303430230477,8775.9089978943,0.174097664543524,471
"id:いや",15,-3.31268145,-3.590716085,-3.038980225,1.00270462576282,10951.2240644337,0.290870488322718,471
"id:いる（居る）",16,-1.05341095,-1.421486175,-0.6836234595,1.00445072079718,8001.7910186924,0.154989384288747,471
"id:ううん（打ち消し）",17,-0.73015901,-1.07391397,-0.3720788965,1.00105217990851,8266.44526328423,0.140127388535032,471
"id:うどん",18,-1.8062156,-2.125292385,-1.482363395,1.00404244108966,8354.75827301734,0.193205944798301,471
"id:うまい",19,-0.28938711,-0.6799011655,0.1194274195,0.999913411470821,7513.84727988743,0.290322580645161,186
"id:うん（返事として）",20,-3.31937305,-3.60462049,-3.033254485,0.999916888991211,10474.396794731,0.290870488322718,471
"id:えっと・ええと",21,0.48021608,0.0658004346,0.9187359245,1.000848481519,7773.25151032816,0.0934182590233546,471
"id:おいで",22,-2.02602065,-2.33388518,-1.708125925,1.0002090020095,8337.79900043215,0.205944798301486,471
"id:おうち",23,-1.71952655,-2.046337935,-1.38253565,1.00025995804429,10900.5611897437,0.18895966029724,471
"id:おこる（怒る）",24,1.1372609,0.6650191345,1.613979915,1.0032977078603,8944.80486102599,0.0743099787685775,471
"id:おしいれ",25,3.7394393,3.064891815,4.472078835,1.00030005335014,7787.5032323609,0.0645161290322581,186
"id:おしまい",26,-1.992104,-2.287142525,-1.679045615,0.999859095051771,8302.57817570781,0.203821656050955,471
"id:おすし",27,0.547311375,0.1092673005,1.02422833,1.00348006114116,7903.21828653199,0.220430107526882,186
"id:おそと",28,-1.22020785,-1.55106023,-0.89163181,1.00109725153553,8033.50893585482,0.16348195329087,471
"id:おちる（落ちる）",29,-1.7625623,-2.076358865,-1.4423565,1.00204104774895,9416.42598250231,0.191082802547771,471
"id:おてて（お手々）",30,-3.28792265,-3.570850795,-3.002112015,1.0009984232095,10663.8786379405,0.288747346072187,471
"id:おにぎり・おむすび",31,-1.6430486,-1.96103812,-1.315449345,0.999953864162681,8781.07639664041,0.184713375796178,471
"id:おふろ（入浴）",32,-1.5676916,-1.892621985,-1.236267375,1.00095581164019,10056.0568633858,0.180467091295117,471
"id:おふろ（風呂場）",33,-1.6855868,-2.00874922,-1.343107545,0.999961437842393,9778.98662369405,0.186836518046709,471
"id:おぶう",34,4.1269462,3.430306795,4.932430985,1.00451914287413,8038.14694545197,0.0537634408602151,186
"id:おわる（終わる）",35,-0.46409942,-0.847425101,-0.0589408290000001,1.0006338314766,7943.99520835797,0.306451612903226,186
"id:おんぶ",36,-0.825442595,-1.18689811,-0.449870661000001,1.00231121844005,7923.64239066544,0.144373673036093,471
"id:お天気",37,1.27106895,0.791785261,1.75565964,1.00233919742065,7315.36964355749,0.172043010752688,186
"id:お店",38,0.616711915,0.1945922825,1.05846613,1.00120943455525,8653.51222233717,0.089171974522293,471
"id:お母さん",39,-2.17423385,-2.482492015,-1.86465251,1.00046919981373,8999.94212296636,0.214437367303609,471
