"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:akebrett",1,0.00608404545,-0.06941688155,0.0816133123,1.00197119414159,7003.09196399448,0.450888450148075,4052
"id:at",2,2.963467,2.868776875,3.060998865,1.00214938827111,5611.34037464855,0.1606614017769,4052
"id:badebasseng",3,1.25898615,1.178404065,1.337893675,1.00249267274983,6509.23283860867,0.312931885488648,4052
"id:bak",4,0.0233379075,-0.05184174455,0.09947480495,1.00067497883122,5967.30180342952,0.384067085953878,4770
"id:bestefar",5,-0.922126215,-0.995641733,-0.847816471,1.00038541444976,5863.53783880745,0.478406708595388,4770
"id:bestemor",6,-0.749686475,-0.8253867515,-0.6744927415,1.00109459957549,5347.66357762248,0.461215932914046,4770
"id:bli",7,1.4459077,1.36355529,1.525017665,1.00063839144844,5141.7930653095,0.293928923988154,4052
"id:blyant",8,0.459542725,0.379639267,0.5362763205,1.00022730841441,6372.71522022385,0.399555774925963,4052
"id:boks",9,-0.276027065,-0.348869985,-0.202755993,1.00014420113671,6135.66909556032,0.483218163869694,4052
"id:bort",10,0.45190724,0.373487359,0.5280694555,0.999255141284744,6828.87783007268,0.342138364779874,4770
"id:borte",11,-2.4586079,-2.543919995,-2.376300625,1.00097385778299,5462.45507726196,0.719891411648569,4052
"id:bra",12,-0.126039105,-0.1993051275,-0.05410922765,1.00095667237877,6322.52531228929,0.39895178197065,4770
"id:burde",13,5.78522075,5.614124335,5.96451541,0.999999690336214,6323.62679301453,0.0330700888450148,4052
"id:bør",14,5.7875178,5.61676958,5.96590285,1.00025947739163,6202.15486053591,0.0330700888450148,4052
"id:de",15,2.1958414,2.108621675,2.281655175,1.00130205827648,5738.96714094094,0.222606120434353,4052
"id:deg",16,0.706504845,0.6229558955,0.7834858255,1.00086182945314,6928.97323171237,0.372408687068115,4052
"id:dem",17,3.1037618,3.00687589,3.20409596,1.00109588893084,5474.82477583471,0.150542941757157,4052
"id:den",18,-2.1877305,-2.268260935,-2.110373665,1.00120739063933,5495.52290923497,0.6,4770
"id:denne",19,-0.41938414,-0.49376742,-0.3444531725,1.0012159244631,6417.87734307622,0.428092243186583,4770
"id:det",20,-0.29130915,-0.3647192995,-0.216823132,1.0007069687259,6059.05569089027,0.415303983228512,4770
"id:dette",21,1.73203335,1.646486975,1.81620689,1.00157800778148,6901.86484381274,0.226205450733753,4770
"id:du",22,-0.0472429715,-0.123889998,0.02908194745,1.0008775498303,6185.22918702841,0.390985324947589,4770
"id:dyne",23,-1.8354694,-1.912612115,-1.757314925,1.00567993384497,5514.77419944355,0.567085953878407,4770
"id:dårlig",24,2.05864285,1.975222265,2.143323265,1.00134692862673,6175.5822418263,0.234698914116486,4052
"id:ei",25,3.7410691,3.631984315,3.849899935,1.00702619734502,5168.23449185306,0.110315893385982,4052
"id:elske",26,2.39729205,2.305931125,2.485525055,1.00108337487981,6157.36618516677,0.174633123689727,4770
"id:en",27,0.667876415,0.5932050785,0.7446407355,1.00343863972415,6080.81700735202,0.376357354392892,4052
"id:eske",28,0.58079378,0.5063985455,0.655496478,0.999729807681343,7064.73770399997,0.329559748427673,4770
"id:etter",29,1.9454616,1.856824,2.031544955,1.0005540108126,4966.38448503123,0.245064165844028,4052
"id:etterpå",30,-0.176384325,-0.2533899415,-0.09793103095,1.00088941603214,7211.90737437633,0.471865745310958,4052
