"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:あそこ",1,1.631827,0.998310649,2.27532154,1.0016296572219,7227.08132454561,0.0657439446366782,289
"id:あっ",2,-2.5830642,-2.949769395,-2.197887505,1.00075168709251,8023.31907259324,0.242214532871972,289
"id:あった（見つけた時に）",3,-3.65596015,-3.984530965,-3.330269905,1.00162331611588,7394.84349178468,0.328719723183391,289
"id:あっち",4,-1.8934856,-2.29950711,-1.489839625,1.00188514665242,7980.30155563233,0.197231833910035,289
"id:あのね",5,1.94562025,1.305870885,2.63564998,1.00499309174634,8877.20688261427,0.0588235294117647,289
"id:あれ",6,0.0384711815,-0.486738366,0.586720847,1.00273639743351,9333.35682822354,0.110726643598616,289
"id:あれっ・あら",7,-0.172286425,-0.6787915345,0.355662114499999,0.999987065163288,6519.8690050059,0.117647058823529,289
"id:いい",8,0.460549895,-0.0595921219,1.02583972,1.00332516877132,7249.97304251025,0.0968858131487889,289
"id:いただきます",9,-1.7656469,-2.17911608,-1.347905175,1.00070396482456,7772.05125500702,0.190311418685121,289
"id:いってらっしゃい",10,-1.0196692,-1.459319295,-0.5529017285,1.00171097140762,7178.91750670563,0.152249134948097,289
"id:いや",11,-2.53864165,-2.891654775,-2.162392025,1.00205480114034,6957.32191572056,0.238754325259516,289
"id:いる（居る）",12,-0.35018615,-0.861859819,0.1809107105,1.00248557223752,9084.26528790951,0.124567474048443,289
"id:ううん（打ち消し）",13,0.13194159,-0.377219701,0.675585460999999,1.00026523648622,7560.41823715108,0.107266435986159,289
"id:うどん",14,-1.0883772,-1.53061776,-0.642925537,1.00222911818078,7872.84258500497,0.155709342560554,289
"id:うん（返事として）",15,-2.77281625,-3.12862444,-2.410356685,1.00065996559937,8257.09456201137,0.256055363321799,289
"id:えっと・ええと",16,0.69173903,0.1301465715,1.303202075,1.0016652868178,9087.96185677149,0.0899653979238754,289
"id:おいで",17,-0.78868782,-1.23992324,-0.3057223255,1.00108214899167,7372.81491429622,0.141868512110727,289
"id:おうち",18,-0.45122725,-0.930326585,0.0551692615999998,1.00127836119783,8703.58694150645,0.1280276816609,289
