"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:I",1,-0.705417205,-0.9668291015,-0.4568179625,1.00095127013946,10712.5927422076,0.356713426853707,499
"id:backyard",2,0.598984185,0.325659067,0.87938401,1.00157661396665,10890.0755579001,0.256513026052104,499
"id:couch",3,-0.10324461,-0.3646003595,0.1634805195,1.00310897958867,11328.879644196,0.308617234468938,499
"id:her",4,1.99928995,1.70030945,2.31141949,1.00089653084341,10638.2642005318,0.164328657314629,499
"id:his",5,2.4544406,2.13763185,2.77480945,1.00508556856831,10966.2461837584,0.138276553106212,499
"id:it",6,0.37429189,0.1083917375,0.6345062665,1.00215816250324,11161.9001986326,0.272545090180361,499
"id:me",7,-1.4749662,-1.724146515,-1.22443611,1.00020271373119,10401.6362479579,0.420841683366733,499
"id:mine",8,-2.42231375,-2.671296845,-2.18439619,1.0005862905222,10140.9953684819,0.50501002004008,499
"id:my",9,-0.563406325,-0.8212578005,-0.3063112255,1.00203443457758,11954.8777643025,0.344689378757515,499
"id:noodles",10,-0.71194556,-0.955105395,-0.450861037,1.00274680587698,8653.85190467672,0.356713426853707,499
"id:spaghetti",11,-0.15497114,-0.4139611235,0.1021258075,1.00008021272506,10869.9852254408,0.312625250501002,499
"id:trash",12,-0.80824016,-1.06320253,-0.550755623,1.00034099276097,11584.8410860668,0.364729458917836,499
"ul:2SG",13,-0.48684372,-0.7391458485,-0.2341172605,1.00140397288586,9849.83295750495,0.338677354709419,499
"ul:2SG.POSS",14,1.86535015,1.564592215,2.180128305,1.00148208540093,12124.9967244227,0.172344689378758,499
"ul:airplane",15,-2.3129991,-2.559834515,-2.064118245,1.00029343489276,10258.0410659626,0.49498997995992,499
"ul:all",16,0.48576816,0.208135658,0.757076109,1.0009657689713,11362.9073972889,0.264529058116232,499
"ul:all gone",17,-3.3493198,-3.59595351,-3.107706,1.00354346398428,12120.7674889048,0.591182364729459,499
"ul:animal",18,-0.41001114,-0.6697144705,-0.1594744685,1.00120241377434,12706.5444821789,0.332665330661323,499
"ul:another",19,1.3846736,1.09719006,1.673197465,1.00089827264649,12211.1899333597,0.202404809619238,499
