"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:I",1,-0.943941865,-1.10726458,-0.771343222,1.00259878733139,6947.30099708331,0.324648254299114,1919
"id:backyard",2,0.651692825,0.479701544,0.8274001515,1.00218642759017,10092.0128648393,0.249088066701407,1919
"id:couch",3,-0.4220278,-0.5902637895,-0.2475803355,1.00151601391756,9527.01691091202,0.300156331422616,1919
"id:her",4,2.4499464,2.28566065,2.612332745,0.999563789299273,7825.98094541925,0.154768108389786,1919
"id:his",5,2.7200263,2.55153008,2.89227647,1.00040701473277,8461.99026269391,0.140698280354351,1919
"id:it",6,0.20188325,0.02610202105,0.3772538565,1.00145449876736,9083.47821328714,0.270974465867639,1919
"id:me",7,-1.87523705,-2.03706311,-1.711838345,1.00099456791893,6079.95976568771,0.372068785825951,1919
"id:mine",8,-2.27869475,-2.433181995,-2.127262105,1.00330585818149,5826.45560515392,0.395518499218343,1919
"id:my",9,-0.57672325,-0.752079479,-0.4037728635,1.00071605064738,8580.60409588712,0.30745179781136,1919
"id:noodles",10,-0.576819565,-0.746391844,-0.3993899315,1.00033123183067,7922.41411519267,0.30745179781136,1919
"id:spaghetti",11,-0.485990525,-0.662115954,-0.30826408,1.00142078125082,8129.60933067915,0.303282959874935,1919
"id:trash",12,-0.331186255,-0.505725523,-0.1574525915,1.00125888299062,7106.12208622735,0.295987493486191,1919
"ul:2SG",13,-0.79104308,-0.9602566865,-0.619836741,1.00085365897242,8305.89427281241,0.31735278791037,1919
"ul:2SG.POSS",14,1.8028633,1.629455275,1.965550735,1.00417259651498,8570.17308993775,0.189161021365294,1919
"ul:airplane",15,-2.59282125,-2.740294995,-2.453360625,1.00006515489779,5975.02222459039,0.415841584158416,1919
"ul:all",16,0.252427055,0.08729809615,0.414837203,1.0031928621123,8131.13979147352,0.268368942157374,1919
"ul:all gone",17,-3.37182485,-3.501862505,-3.23399395,1.000327007071,5724.87526160473,0.473163105784263,1919
"ul:animal",18,-0.351550455,-0.5264731985,-0.1803472975,1.00097437098578,9148.75897398677,0.297029702970297,1919
"ul:another",19,1.51760905,1.34980538,1.67845324,0.999610579816009,9771.84237967086,0.204273058884836,1919
"ul:apple",20,-3.23176735,-3.37376781,-3.09570181,1.00115453387434,5305.1680593583,0.462219906201146,1919
"ul:arm",21,-1.403278,-1.56827944,-1.236116035,1.00136793632545,7435.08915581016,0.3470557582074,1919
"ul:asleep",22,-0.0836112505,-0.2559595885,0.0848732168999998,1.00276513072197,7146.48519767686,0.284523189161021,1919
"ul:aunt",23,0.189150465,0.01372245465,0.3564903785,1.00238160181107,8465.34387805295,0.271495570609693,1919
"ul:away",24,0.81330493,0.6465174475,0.982428392,1.00170755715506,8053.87068892948,0.240750390828557,1919
"ul:baa baa",25,-4.26201285,-4.381751,-4.14599933,1.00152099395364,5679.69510426177,0.552371026576342,1919
"ul:baby",26,-4.7507089,-4.86994854,-4.62960109,1.00293374122946,5700.25394910605,0.600312662845232,1919
"ul:babysitter",27,3.20457555,3.027512,3.378564955,1.00387700068426,8280.489963869,0.117248566961959,1919
"ul:babysitter's name",28,-0.998840635,-1.166636875,-0.8349363945,1.00002759923847,7804.53504010914,0.32725377800938,1919
"ul:back (location)",29,0.394166105,0.226671561,0.5600363925,1.00188500776831,8232.0146169503,0.261594580510683,1919
"ul:bad",30,-0.18299086,-0.357903622,-0.00670804394500002,1.00016316221466,9029.48218350794,0.2892131318395,1919
"ul:ball",31,-5.8884316,-6.00677432,-5.774758395,1.00100568342097,5314.14662778859,0.715476810838979,1919
"ul:balloon",32,-4.28970545,-4.406162955,-4.16932091,1.00115684093818,6059.41291814713,0.554976550286608,1919
"ul:banana",33,-4.61768605,-4.73508016,-4.496974765,1.00180793331323,5488.22609062481,0.58676393955185,1919
"ul:bath",34,-3.6977397,-3.82711404,-3.573543775,1.00065898346602,4815.17671165964,0.50078165711308,1919
"ul:bathroom",35,-0.69825099,-0.872522125,-0.5247929635,1.00213939547774,9240.53180039251,0.313183949973945,1919
"ul:bathtub",36,-1.98813075,-2.141809685,-1.832413455,1.00216581063124,7948.3535557259,0.378322042730589,1919
"ul:beach",37,0.54212136,0.374149968,0.7046174525,1.00151473845071,8692.89092637857,0.254299114121939,1919
"ul:beads",38,1.71270405,1.55575407,1.87576664,1.00204488365116,8810.16262795491,0.193850964043773,1919
"ul:bear",39,-3.4162948,-3.547755535,-3.28490729,1.00040428216523,6101.47740198929,0.476810838978635,1919
"ul:bed",40,-1.70275845,-1.863563125,-1.54627115,1.00320436354434,7631.57637895999,0.362688900468994,1919
"ul:bedroom",41,0.0026622758,-0.171963124,0.169588169,0.99984834765458,8204.20913484015,0.280354351224596,1919
"ul:bee",42,-2.00699405,-2.171060395,-1.836088735,1.00233208421747,7024.19463020448,0.379364252214695,1919
"ul:belly button",43,-2.30507935,-2.456585015,-2.156424615,1.00398473036859,6420.01568443108,0.397081813444502,1919
"ul:bib",44,-1.2008233,-1.371717965,-1.03142785,0.999587024724922,8956.85122111952,0.33715476810839,1919
"ul:bicycle",45,-1.60448525,-1.76469197,-1.443439305,0.999870073695598,6908.0809488829,0.357477853048463,1919
"ul:big",46,-1.3719935,-1.53548049,-1.208747415,1.0018856578842,7966.58074201234,0.34549244398124,1919
"ul:bird",47,-4.31604775,-4.437805955,-4.19316173,1.00091601315168,5656.11844353316,0.557582073996873,1919
"ul:bite",48,-1.59575225,-1.758205185,-1.431633715,0.999920007874314,6043.60884867164,0.35695674830641,1919
"ul:blanket",49,-2.26027485,-2.41270188,-2.10791395,1.00172838938694,6469.94502353021,0.394476289734237,1919
"ul:blocks",50,-2.22781865,-2.378233355,-2.07017831,0.999526120428989,7428.45678255136,0.392391870766024,1919
"ul:blow",51,-1.010033,-1.17547655,-0.843063323,1.00221195613191,8457.10718710825,0.327774882751433,1919
"ul:blue",52,-1.09469995,-1.263888075,-0.92387885,1.00115063242284,8380.29383321074,0.331943720687858,1919
"ul:book",53,-4.6761472,-4.797884695,-4.559409995,1.0009943460967,5895.3469612677,0.593017196456488,1919
"ul:boots",54,-0.786234435,-0.9548222055,-0.618163057,1.0010520545563,8470.53193742787,0.31735278791037,1919
"ul:bottle",55,-4.23393455,-4.35616254,-4.114894245,0.999742181370324,5230.95101573753,0.549765502866076,1919
