"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:akebrett",1,0.004787434,-0.06121289715,0.0697539322499998,1.00163122377051,6172.31435158514,0.493522408963585,5712
"id:at",2,2.88521005,2.80954148,2.96199785,1.00034091085494,4364.56621542571,0.192051820728291,5712
"id:badebasseng",3,1.2942089,1.22669769,1.35980379,1.00516071748512,4865.41465504489,0.347864145658263,5712
"id:bak",4,0.013019572,-0.04963030815,0.0761025360999999,1.00026439538604,5646.50266422817,0.438411417933602,6446
"id:bestefar",5,-0.82799743,-0.893133214,-0.7638763625,1.00006079779321,5769.05750293898,0.523890784982935,6446
"id:bestemor",6,-0.66280301,-0.7261999445,-0.59717487,1.00571505687916,6547.08816360443,0.507291343468818,6446
"id:bli",7,1.39334355,1.329548235,1.45823811,1.00035256348801,5472.56801105052,0.337009803921569,5712
"id:blyant",8,0.565262565,0.4998852345,0.6300502695,1.0010009721084,6195.59821339689,0.429446778711485,5712
"id:boks",9,-0.213163285,-0.278007977,-0.1483147835,1.0007149851309,5530.99162943814,0.518382352941177,5712
"id:bort",10,0.590708785,0.52273307,0.6585293505,1.00057215045335,5693.06086361427,0.379149860378529,6446
"id:borte",11,-2.33344775,-2.404272145,-2.26186496,1.0028893583657,5171.88409609778,0.740371148459384,5712
"id:bra",12,-0.130579245,-0.193205719,-0.07005919755,1.00101720217923,6808.94698603994,0.45314923983866,6446
"id:burde",13,5.68717555,5.5598945,5.818874665,1.0040830673416,4649.13142003613,0.0409663865546218,5712
"id:bør",14,5.67304865,5.53998241,5.80685545,0.999852458004322,4545.82498785725,0.0414915966386555,5712
"id:de",15,2.1718413,2.103760065,2.242673105,1.00210218684424,5047.76287860349,0.256827731092437,5712
"id:deg",16,0.75463565,0.6905886585,0.8153561055,1.00125075415889,5324.29097487752,0.407913165266106,5712
"id:dem",17,3.18323315,3.10565498,3.261867865,1.00007171206418,4098.71624316544,0.167892156862745,5712
"id:den",18,-1.98077275,-2.04799571,-1.91414275,1.00009278906727,4833.57709525474,0.634036611852312,6446
"id:denne",19,-0.331177175,-0.3962037485,-0.267793903,1.00114319087438,6098.48711150865,0.473627055538318,6446
"id:det",20,-0.18531628,-0.2497742115,-0.1185893475,1.00188637641316,6642.87571494167,0.458734098665839,6446
"id:dette",21,1.7338925,1.66652089,1.799691025,1.00177036433764,5699.88468315279,0.267142413900093,6446
"id:du",22,-0.060738071,-0.1244878135,0.00448509066999994,0.999787535463153,6297.52399540065,0.445857896369842,6446
"id:dyne",23,-1.86627675,-1.933962975,-1.79743011,1.00040961328047,5731.26354771279,0.623487434067639,6446
"id:dårlig",24,2.07430305,2.004685305,2.142290095,1.00037939966388,5363.97088680704,0.266281512605042,5712
"id:ei",25,3.6383465,3.559085535,3.72166373,1.0005334041175,4153.27852150439,0.134978991596639,5712
"id:elske",26,2.4275229,2.35685632,2.500116215,1.00053587069648,5063.43300798757,0.206174371703382,6446
"id:en",27,0.62301908,0.558802865,0.6888972045,1.00059595590887,6300.53297063957,0.422794117647059,5712
"id:eske",28,0.59961008,0.536039847,0.6640649605,1.00489420329248,6038.74206587111,0.378219050573999,6446
"id:etter",29,2.0013871,1.93206946,2.07154795,1.00046886383818,5037.87037064536,0.273634453781513,5712
"id:etterpå",30,-0.2211046,-0.284809094,-0.1584947395,1.00045435054467,6082.91671393074,0.519082633053221,5712
"id:farfar",31,0.350038985,0.285196204,0.415114647,1.00188242285023,6004.47311752953,0.403816320198573,6446
"id:fargeblyant",32,1.756603,1.69062733,1.82218832,1.00253754458347,5714.18244379708,0.298494397759104,5712
"id:farmor",33,0.141526565,0.0795300988,0.2051016095,1.00419848721863,6472.2465824771,0.42506981073534,6446
"id:fat",34,0.810815795,0.7448880135,0.875353475,1.0007820788062,7047.77756209132,0.401610644257703,5712
"id:formiddag",35,5.2291195,5.110151125,5.34510811,1.00046412577441,4458.4604189509,0.0551470588235294,5712
"id:forte seg",36,0.79602446,0.7317260445,0.858222045,1.00263217402041,5110.6675892192,0.358516909711449,6446
"id:frekk",37,4.88430275,4.772853895,4.995719145,1.00167113638606,4244.33321630259,0.0603475023270245,6446
"id:få",38,-2.2611687,-2.327933635,-2.195935165,1.00138323928584,5110.20112026305,0.658858206639777,6446
"id:gjør",39,1.1919841,1.12563266,1.25635867,1.00128930692572,5499.98508311916,0.35906862745098,5712
"id:gjøre",40,1.26215285,1.19339424,1.32924692,1.00281548646762,6175.78791997025,0.351540616246499,5712
"id:gli",41,1.25576545,1.188078015,1.32464767,1.00087760980705,5791.3458826749,0.352065826330532,5712
"id:god",42,-0.0898028825,-0.1521159735,-0.0280024252,1.00046961159368,6040.66522472964,0.50437675070028,5712
"id:godteri",43,-0.16156797,-0.2223684755,-0.0937142475500001,1.00410213513645,6349.23767630124,0.512254901960784,5712
"id:gåbil",44,2.56214925,2.487834645,2.632097765,1.00116477196127,4991.16664344443,0.220238095238095,5712
"id:ha",45,-1.88960745,-1.956570695,-1.82281748,1.00122987978765,5063.95239704267,0.698179271708683,5712
"id:ham",46,5.2038757,5.08967201,5.320270425,1.00092284034075,4108.50292247976,0.0560224089635854,5712
"id:han",47,0.69674744,0.632515379,0.7593224225,1.00133500240482,5185.56455051644,0.414390756302521,5712
"id:hans",48,2.7114626,2.63709951,2.786862325,1.00231437839837,4803.77097532794,0.18352466645982,6446
"id:har",49,0.838357475,0.773054641,0.9028454875,1.00110604919738,6138.46197835592,0.398459383753501,5712
"id:henne",50,3.22292525,3.14641123,3.30243419,1.00315370786498,5146.45420277612,0.164915966386555,5712
"id:hennes",51,3.1363071,3.059831715,3.21433426,1.00325829154934,4593.08984415835,0.152187403040645,6446
"id:hente",52,-1.01693795,-1.081865855,-0.9543088625,1.00110233913686,5870.12093584959,0.542662116040956,6446
"id:her",53,-0.90610695,-0.972449272,-0.845265938,1.00006956958191,6711.31936275659,0.595763305322129,5712
"id:hit",54,0.71308306,0.6475610285,0.7804365795,1.00166708102348,5775.18853430302,0.412640056022409,5712
"id:hjem",55,-2.04306595,-2.109555835,-1.97346234,0.999717280898309,4102.38553950862,0.639466335712069,6446
"id:hjemme",56,-0.24189898,-0.306800592,-0.178652285,1.00055932564144,6582.75904713948,0.521533613445378,5712
"id:hos",57,1.76083495,1.694921775,1.827222635,1.0008688844693,5258.02517937585,0.298144257703081,5712
"id:hun",58,1.6523534,1.586238945,1.71919013,1.00054074030668,5860.72844444256,0.309348739495798,5712
"id:hver",59,3.31288575,3.23452933,3.389594175,1.00091357396837,4946.74440516991,0.158088235294118,5712
"id:hvert",60,4.6698692,4.56842229,4.77733391,1.00433059956926,4046.76273638378,0.0772058823529412,5712
"id:hvis",61,4.20200905,4.10702512,4.293327125,1.0033624688159,3958.5530902254,0.100665266106443,5712
"id:inn",62,-1.21158635,-1.275173615,-1.144665505,1.00205468546876,6162.29706960372,0.561588582066398,6446
"id:inne",63,-0.47439125,-0.5375860495,-0.412342493,0.999831687483588,6047.46427947547,0.488209742475954,6446
"id:inni",64,-0.0908292315,-0.155145102,-0.0268795786,1.00340957805215,6489.57160206346,0.449115730685697,6446
"id:jeg",65,-1.0066209,-1.07259582,-0.940893305,0.99997381769517,5809.64066333197,0.541576171269004,6446
"id:juice",66,-2.4516062,-2.522793615,-2.38112935,1.00107113203071,5015.27977335496,0.675147378219051,6446
"id:kasse",67,0.701732045,0.638811597,0.766520553,1.00008986133324,5210.58480673317,0.413865546218487,5712
"id:kjeks",68,-3.0522899,-3.128110055,-2.97651008,1.00149606238923,4107.70910573818,0.723704623022029,6446
"id:kjelke",69,1.98346875,1.917316945,2.05123468,1.00208518434169,6086.65482071557,0.275385154061625,5712
"id:klosser",70,-0.87970132,-0.9461540445,-0.814658617,1.0014696837535,5691.93356335939,0.52901023890785,6446
"id:knekkebrød",71,-0.30395386,-0.369384971,-0.2371496665,1.00006702861151,6537.06380961267,0.528536414565826,5712
"id:kveldsmat",72,0.488582925,0.424467433,0.551312557,1.00054146640619,5703.08878583266,0.438025210084034,5712
"id:legge",73,-0.87961581,-0.9423829515,-0.8169564455,1.00083524437254,6869.39185979131,0.52901023890785,6446
"id:lego",74,-0.32449719,-0.387346215,-0.259001227,1.00092562555542,6607.00590461261,0.530812324929972,5712
"id:leke (action)",75,-1.65688675,-1.72306548,-1.590908105,1.00010003065121,4806.70349115141,0.604250698107353,6446
"id:leverpostei",76,-0.89296194,-0.9628139035,-0.824561677,1.00353794214279,5990.44824003669,0.594362745098039,5712
"id:man",77,4.58640205,4.487608005,4.688723435,1.00076512461667,4278.66377668191,0.0810574229691877,5712
"id:med",78,1.057079,0.9910447515,1.12133319,1.00143494135192,6519.24907555043,0.373949579831933,5712
"id:meg",79,-0.21710372,-0.2808646055,-0.1529616675,1.00368602598314,6383.63533065794,0.461991932981694,6446
"id:morfar",80,0.257287805,0.191472162,0.3229597925,1.00001017065832,5986.71480052035,0.413279553211294,6446
"id:morgen",81,1.4934309,1.42912519,1.56022213,1.00025139355018,5755.50568600925,0.289636984176233,6446
"id:mormor",82,-1.36293735,-1.429392415,-1.29546068,1.00182227571137,5361.68632725586,0.576326403971455,6446
"id:ned",83,-1.27322635,-1.337633955,-1.207309325,1.00251728218761,4760.56563236776,0.567638845795842,6446
"id:nede",84,0.60112447,0.5370291525,0.664972564,1.00115992877709,6417.89531089555,0.378063915606578,6446
"id:nedi",85,1.7218265,1.65838861,1.78729982,1.0011835739019,4712.24657677851,0.302170868347339,5712
"id:nugatti",86,2.9604574,2.88134162,3.03802827,1.0037543655494,4270.06112971279,0.185924369747899,5712
"id:om",87,3.09944875,3.02183,3.17872615,1.00202151332715,4750.90703263016,0.174544817927171,5712
"id:opp",88,-2.14345635,-2.21330196,-2.076596095,1.0016533421176,5155.77773446912,0.648619298789947,6446
"id:oppe",89,0.0749317545,0.01258824285,0.139139593,1.0002961237843,6358.77620064931,0.431895749301893,6446
"id:oss",90,2.29168025,2.218578305,2.36399692,0.999841966932364,5292.81694774015,0.245273109243697,5712
"id:pannekake",91,-0.59215713,-0.657437855,-0.527139432,1.00069549054165,5787.08468480608,0.560924369747899,5712
"id:pasta",92,0.203507685,0.1414388835,0.266272138,0.999825495067207,6889.18430231127,0.418864412038473,6446
"id:putte",93,0.51192716,0.4480932845,0.578980313,1.0025496103435,5969.51230806,0.435399159663866,5712
"id:saft",94,-1.93670695,-2.00679891,-1.86715682,1.0008668550763,4838.85152491189,0.702731092436975,5712
"id:sin",95,-0.515950125,-0.5817471305,-0.4501408945,0.999794397980891,6128.38812547348,0.552521008403361,5712
"id:sint",96,-0.00855756295,-0.07240889185,0.0544701114499999,1.00062947180069,5447.22996143247,0.495098039215686,5712
