"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:I",1,-0.46614338,-0.554345261,-0.375415964,1.00212636813963,5875.12046982482,0.274567123903755,4447
"id:backyard",2,0.810854525,0.7140118265,0.906004948,1.0041162087677,5886.25310913979,0.183944232066562,4447
"id:couch",3,-0.56934509,-0.661004181,-0.4773362915,1.00165760183541,6811.63079259428,0.282437598380931,4447
"id:her",4,1.90082025,1.795782825,2.003346675,1.00218283116138,5164.7238125211,0.118956599955026,4447
"id:his",5,2.17562045,2.064719115,2.284992035,1.00194430884541,5022.68552184395,0.105014616595458,4447
"id:it",6,0.643728775,0.5486339295,0.7415259605,1.0017604042802,5680.17221156705,0.194962896334608,4447
"id:me",7,-1.3872217,-1.47574002,-1.29573186,1.00280564573865,4488.11368963219,0.346525747695075,4447
"id:mine",8,-2.15469665,-2.238831905,-2.07495186,1.00158922760449,3720.67175647231,0.409264672813132,4447
"id:my",9,-0.46117766,-0.550740824,-0.3748515435,1.00286676348841,5014.90792545898,0.274342253204407,4447
"id:noodles",10,-0.744180085,-0.8333841125,-0.6559021405,1.00277846413521,5395.54858647799,0.295929840341803,4447
"id:spaghetti",11,-0.11516032,-0.206975661,-0.0206478038,1.0005764146895,5746.67539473793,0.248482122779402,4447
"id:trash",12,-0.3700241,-0.462254548,-0.2780526605,1.0000747208969,6145.36666637221,0.267371261524623,4447
"ul:2SG",13,-0.620681085,-0.709644683,-0.533864145,1.00206536114267,5360.30977553706,0.286485270969193,4447
"ul:2SG.POSS",14,1.7744553,1.66642451,1.87821279,0.99957768050758,5763.12926948752,0.125702720935462,4447
"ul:airplane",15,-2.1599402,-2.24173875,-2.076027535,1.00226760014662,4268.75531156785,0.409714414211828,4447
"ul:all",16,0.422824935,0.3286024085,0.518034408,1.00237026785879,6195.2599267883,0.210029233190915,4447
"ul:all gone",17,-3.16690915,-3.248687115,-3.082535385,1.00142246748297,3790.94360584849,0.494940409264673,4447
"ul:animal",18,-0.42530707,-0.516379306,-0.33660617,0.999698768234348,5952.74313446487,0.271643804812233,4447
"ul:another",19,1.45136815,1.35351681,1.55291023,1.00023549641884,5985.74816673641,0.14391724758264,4447
"ul:apple",20,-3.250634,-3.337636925,-3.167823965,1.0033238558776,4085.084862194,0.502136271643805,4447
"ul:arm",21,-1.67670415,-1.7641299,-1.589725905,1.00076372592089,4312.50103756991,0.369912300427254,4447
"ul:asleep",22,-0.31157284,-0.400402241,-0.2240024075,1.0002643842926,5593.27402750838,0.263098718237014,4447
"ul:aunt",23,-0.21267308,-0.3056133095,-0.1204418255,1.00247177512565,5211.75805666631,0.255677985158534,4447
"ul:away",24,0.824749695,0.7304267385,0.92003026,1.00358873054295,6072.04212909203,0.18304474926917,4447
"ul:baa baa",25,-4.16524615,-4.24988427,-4.08012898,1.00193658826443,3798.04794663955,0.580841016415561,4447
"ul:baby",26,-3.9833515,-4.06469897,-3.902174055,1.00102232513346,4036.64620066988,0.565324938160558,4447
"ul:babysitter",27,3.08717295,2.961051935,3.21977535,1.00393755609304,5316.15057062684,0.0661119856082752,4447
"ul:babysitter's name",28,0.45581908,0.365331049,0.544646714,1.0022216213101,6485.17077807835,0.207780526197436,4447
"ul:back (location)",29,0.448298825,0.354930481,0.5392456045,1.00332794583113,6422.80933339775,0.208230267596132,4447
"ul:bad",30,0.0414395945,-0.05054445055,0.132259278,1.00172810415133,6518.38245642685,0.23701371711266,4447
"ul:ball",31,-5.46677995,-5.556031405,-5.3804099,1.00242185085923,3724.22381558206,0.689453564200585,4447
"ul:balloon",32,-3.0090021,-3.09021338,-2.92826075,1.00073629096625,4294.19198337332,0.4814481673038,4447
"ul:banana",33,-4.2073015,-4.293577725,-4.12595601,1.00068610227693,3856.6801186701,0.584663818304475,4447
"ul:bath",34,-3.1908908,-3.27537097,-3.102888685,0.999940685248203,4020.80219726591,0.496964245558804,4447
"ul:bathroom",35,-0.816161045,-0.9024157125,-0.7339694895,1.00120248820326,5275.77900429939,0.3015516078255,4447
"ul:bathtub",36,-1.66046615,-1.750120585,-1.569743665,1.00222577481865,4941.40810015494,0.368563076231167,4447
"ul:beach",37,0.495507575,0.4005418995,0.595180672,1.00278653772595,5092.83112182448,0.204857207105914,4447
"ul:beads",38,2.2008768,2.09313016,2.31364889,1.00387953961357,4920.45740192278,0.10366539239937,4447
"ul:bear",39,-2.46096055,-2.543763695,-2.37672798,1.00014806617997,4150.51534738178,0.43489993253879,4447
"ul:bed",40,-2.26134435,-2.351097235,-2.174731655,1.00133587726161,4264.37223983524,0.418259500787047,4447
"ul:bedroom",41,-0.13648749,-0.22774022,-0.04639131325,1.00233216314747,4580.36427637198,0.250056217674837,4447
"ul:bee",42,-1.93554145,-2.02526098,-1.84891913,1.00329224568948,4502.19973487338,0.391050146165955,4447
"ul:belly button",43,-2.224225,-2.30635311,-2.140105505,1.00177117651244,4248.21000251864,0.414886440296829,4447
"ul:bib",44,-0.575120595,-0.663799687,-0.4840473005,1.00133074768313,6319.15038898288,0.282887339779627,4447
"ul:bicycle",45,-1.3731627,-1.46386954,-1.28356684,1.00075455374179,4551.55483169264,0.345401394198336,4447
"ul:big",46,-1.1775259,-1.26551914,-1.088851565,1.00080309156163,4974.78998355827,0.329885315943333,4447
"ul:bird",47,-3.1929711,-3.27838647,-3.106977185,1.00246263204304,4100.17492100421,0.497189116258152,4447
"ul:bite",48,-1.08463825,-1.17235148,-0.995873809,1.00247954408458,5016.96286845175,0.322464582864853,4447
"ul:blanket",49,-2.10546895,-2.1883853,-2.021069685,0.999972986077513,4197.98264299545,0.405217000224871,4447
"ul:blocks",50,-1.8169942,-1.90605464,-1.72803312,1.00162060485698,4736.76420009371,0.381380706093996,4447
"ul:blow",51,-0.51088447,-0.6047443895,-0.422168653,1.00110185778234,6326.57569813681,0.278165055093321,4447
"ul:blue",52,-1.4833101,-1.56725636,-1.393690965,1.00426627131095,4372.44810659017,0.354171351472903,4447
"ul:book",53,-4.08067865,-4.16342439,-3.992665355,1.00178787717975,4103.07051200537,0.573645154036429,4447
"ul:boots",54,-1.7757561,-1.855072005,-1.695880425,1.00066744090785,4468.20683467518,0.378007645603778,4447
"ul:bottle",55,-2.6160411,-2.69888986,-2.532115335,1.00431799128076,3894.63151281968,0.447942433100967,4447
"ul:bowl",56,-1.68486935,-1.772412075,-1.59793866,1.00332986688131,5180.54433444303,0.370586912525298,4447
"ul:box",57,-1.27796435,-1.367546025,-1.18537583,1.00043296237266,4824.46969385905,0.337755790420508,4447
"ul:boy",58,-0.50374538,-0.5926244335,-0.4166000325,1.00059573231583,5290.38748465696,0.277490442995278,4447
"ul:bread",59,-1.6138079,-1.69804926,-1.530069085,1.00200045461759,4295.81828720514,0.364740274342253,4447
"ul:break",60,0.112837765,0.0223873729,0.2081716705,1.00100192453194,6046.63718026552,0.231841691027659,4447
"ul:breakfast",61,-0.663111515,-0.750490792,-0.575052541,1.00153024053045,6527.0943177232,0.289633460760063,4447
"ul:bring",62,0.58336932,0.492667019,0.67779619,1.00191895078425,5901.49509212676,0.199010568922869,4447
"ul:broken",63,-0.544370285,-0.633559184,-0.452938734,1.00030952815887,5135.8748623033,0.280638632786148,4447
"ul:broom",64,-0.41893671,-0.5071128505,-0.327747786,1.00139946237077,5066.55174626576,0.271194063413537,4447
"ul:brother",65,0.25588095,0.1634855675,0.3483968665,1.00035259334288,4999.73748975442,0.221722509557005,4447
"ul:brush (object)",66,-1.5394806,-1.624683285,-1.455342915,1.0005775739311,4904.53299678598,0.358893636159208,4447
"ul:bubbles",67,-3.34602815,-3.430602235,-3.263064825,1.00177721863586,3868.22282649014,0.510456487519676,4447
"ul:bug",68,-1.45754475,-1.542880145,-1.37052919,1.00246486760571,5197.14464058495,0.352147515178772,4447
"ul:bump",69,0.4266246,0.3297864535,0.5182612695,1.00100429645195,5884.60443828981,0.209804362491567,4447
"ul:bunny",70,-2.1354559,-2.2220056,-2.049541575,1.00140078611908,4069.61974578464,0.407690577917697,4447
"ul:bus",71,-2.20778745,-2.292179505,-2.12305029,1.00104566053128,4029.29358879289,0.41376208680009,4447
"ul:butter",72,0.17681179,0.08433821735,0.267023811,0.999707320863409,5983.13318019368,0.227344277040702,4447
"ul:butterfly",73,-1.1152298,-1.199242375,-1.0294172,1.00076645863048,5694.76359844451,0.324713289858331,4447
"ul:button",74,-1.0745254,-1.159460645,-0.9855803205,1.0016950770814,5735.07878689281,0.321565100067461,4447
"ul:bye",75,-5.322005,-5.410038615,-5.23141318,1.00013076680881,3955.32933581898,0.677760287834495,4447
"ul:cake",76,-1.4779659,-1.56346248,-1.38918618,1.0001003584576,5033.62029459503,0.353721610074207,4447
"ul:candy",77,-0.591875575,-0.680538236,-0.502715255,0.999911206962529,5961.67858876029,0.284236563975714,4447
"ul:car",78,-3.69312075,-3.781596075,-3.606459325,1.00151680495337,3707.73192773994,0.540364290532944,4447
"ul:careful",79,0.44623454,0.3580381095,0.5352886605,0.999726006936615,6416.19532524586,0.20845513829548,4447
"ul:carrot",80,-0.826474685,-0.9144135635,-0.7392997935,1.00111931639429,5164.29206923012,0.302226219923544,4447
"ul:cat",81,-3.5148464,-3.597139715,-3.43129657,1.00350124797581,4268.05561697292,0.525073082977288,4447
"ul:cereal",82,-1.00093805,-1.089641835,-0.912862984,1.00318420867116,5325.6368532662,0.315943332583764,4447
"ul:chair",83,-1.96339155,-2.048980405,-1.875239355,1.00069511596583,4091.15105209854,0.393298853159433,4447
"ul:cheek",84,-0.912000665,-1.001059565,-0.820940857,1.00490790953656,5519.64227033683,0.30897234090398,4447
"ul:cheerios",85,-0.7325566,-0.8162923835,-0.6463664485,1.00157138437024,5024.1475816541,0.294805486845064,4447
"ul:cheese",86,-3.08887065,-3.17403087,-3.007121475,1.00040639038227,3806.82373420851,0.488419158983584,4447
"ul:chicken (animal)",87,-1.305751,-1.395414365,-1.219845315,1.00140066620989,6007.21752017578,0.340004497413987,4447
"ul:chicken (food)",88,-1.1470156,-1.238800875,-1.05954642,1.00010326168824,4803.42096215808,0.327411738250506,4447
"ul:child",89,2.0042828,1.896272585,2.116260615,1.00236818716435,5344.10751860723,0.113559703170677,4447
"ul:child's own name",90,-2.50530715,-2.586880125,-2.41675147,1.00071689102644,3717.31781837975,0.438497863728356,4447
"ul:choo choo",91,-2.7955597,-2.881830735,-2.70736198,1.00025087254206,3927.60629753166,0.463233640656622,4447
