"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:あそこ",1,1.81142145,1.149849525,2.490752715,1.00115271555817,6435.07419892063,0.0657439446366782,289
"id:あっ",2,-2.74543925,-3.10355425,-2.384668775,1.00092861275753,8009.54753322211,0.242214532871972,289
"id:あった（見つけた時に）",3,-3.79768415,-4.113999605,-3.465707625,1.00030718774878,10896.1500128003,0.328719723183391,289
"id:あっち",4,-2.05656125,-2.43767547,-1.652967705,0.999562000821114,7086.81156347381,0.197231833910035,289
"id:あのね",5,2.14003415,1.48541106,2.865535385,1.0012012328647,6865.92002609944,0.0588235294117647,289
"id:あれ",6,0.00352123485,-0.5266178605,0.585373307,1.00182125078214,5702.83777657204,0.110726643598616,289
"id:あれっ・あら",7,-0.21334602,-0.75924104,0.350261898,1.00034881658473,6140.07535524906,0.117647058823529,289
"id:いい",8,0.47335674,-0.1068082215,1.085383035,1.00114836875719,6774.49433949743,0.0968858131487889,289
"id:いただきます",9,-1.9305092,-2.32542576,-1.504239735,1.00093051308759,6424.40507954066,0.190311418685121,289
"id:いってらっしゃい",10,-1.14785225,-1.60991507,-0.67191716,1.00131943226929,8385.11107918926,0.152249134948097,289
"id:いや",11,-2.6991784,-3.046903115,-2.330651965,1.00096038558453,7257.3801130996,0.238754325259516,289
"id:いる（居る）",12,-0.42711762,-0.920440494,0.109247928999999,1.00203106219205,6429.75653641952,0.124567474048443,289
"id:ううん（打ち消し）",13,0.12421631,-0.417864568,0.687567799,1.00136025410523,5882.58624423566,0.107266435986159,289
"id:うどん",14,-1.2313676,-1.681070375,-0.76136046,0.999908147746677,6744.69413251341,0.155709342560554,289
"id:うん（返事として）",15,-2.93986835,-3.284770865,-2.581436625,1.00220321563075,7802.11118899871,0.256055363321799,289
"id:えっと・ええと",16,0.74626179,0.1434958035,1.38793921,1.0019992007591,5982.9270572677,0.0899653979238754,289
"id:おいで",17,-0.89806413,-1.390319995,-0.3904449285,1.00190033547001,6554.3080492022,0.141868512110727,289
"id:おうち",18,-0.517285355,-1.019801985,0.00134517524499967,1.00115402180577,7295.47915545537,0.1280276816609,289
