"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:I",1,-0.55146622,-0.7577120695,-0.3477341625,1.0019312479169,6858.92622730194,0.378912685337727,607
"id:a",2,0.90935219,0.680692529,1.14345223,1.00098689813783,7194.30503114441,0.240527182866557,607
"id:an",3,3.63824185,3.30217144,3.98537654,1.00049127279763,5914.99505157499,0.0757825370675453,607
"id:backyard",4,1.16827405,0.9375312015,1.40907558,1.00070753259673,7768.47205294269,0.219110378912685,607
"id:couch",5,-0.695867845,-0.896426813,-0.487527078,0.999601385610832,8724.17542711937,0.393739703459638,607
"id:garbage",6,0.88599908,0.6664790865,1.113962115,1.00108348101831,7377.7748931736,0.242174629324547,607
"id:he",7,1.8895224,1.6281378,2.153044,1.00192641844375,7625.4252140008,0.166392092257002,607
"id:her",8,2.5108686,2.22695688,2.79337537,1.00085421526348,9403.28045343265,0.128500823723229,607
"id:hers",9,3.01024035,2.71765349,3.32899417,1.0004296482201,7822.11396695985,0.102141680395387,607
"id:him",10,2.5898116,2.314992185,2.88427824,1.00274681276873,7794.67660006331,0.123558484349259,607
"id:his",11,2.6507037,2.37093849,2.940510105,1.0019134615927,7444.54578059968,0.120263591433278,607
"id:it",12,0.71136454,0.485419458,0.950416397,1.00227455504831,8678.68963339062,0.257001647446458,607
"id:me",13,-1.43942165,-1.640142185,-1.24216605,1.00030287688755,9690.47040776243,0.474464579901153,607
"id:mine",14,-2.26755555,-2.475163715,-2.06205454,1.00073111272666,7891.2338556875,0.5667215815486,607
"id:my",15,-0.33151653,-0.546250354,-0.10743046,1.00036015009766,7053.19689357669,0.355848434925865,607
"id:noodles",16,-0.659020935,-0.8650351475,-0.4607006155,0.999937268561353,8864.16290408047,0.390444810543657,607
"id:she",17,1.8651558,1.611319475,2.12607389,1.00121550742956,7656.29604863432,0.168039538714992,607
"id:sofa",18,2.36253175,2.087520145,2.641182985,1.00310140839159,7862.46258122736,0.13673805601318,607
"id:spaghetti",19,0.12333724,-0.0900045076,0.334593659,1.00161191898771,7237.18940836597,0.311367380560132,607
"id:them",20,3.01076895,2.707697035,3.332960745,1.0008346447171,7551.7973173534,0.102141680395387,607
"id:they",21,2.9152685,2.619562185,3.20929395,1.00202422668508,7597.41386721191,0.107084019769357,607
"id:trash",22,-1.17114135,-1.37133993,-0.970453287,1.00137362443614,7805.07901897621,0.444810543657331,607
"id:us",23,3.42699105,3.100662925,3.765670335,1.00034995327379,6888.92998010396,0.0840197693574959,607
"id:we",24,2.5604384,2.29078482,2.84647996,1.00108451443429,6770.04940359198,0.125205930807249,607
"id:yard",25,1.33866815,1.100193495,1.584610105,0.999602331710306,7455.3197053981,0.205930807248764,607
"ul:1PL.POSS",26,3.01207625,2.70779824,3.32846279,0.999835777257521,6179.75364509977,0.102141680395387,607
"ul:1SG.REFL",27,2.2768155,2.016505155,2.55197343,1.0025909405317,7367.48631112937,0.14168039538715,607
"ul:2SG",28,-0.56946037,-0.7767625205,-0.364325139,1.0008324268253,8019.20127760195,0.380560131795717,607
"ul:2SG.POSS",29,1.98327315,1.72867346,2.242640555,0.999653302072957,7347.87760786471,0.159802306425041,607
"ul:2SG.REFL",30,3.6849034,3.34225676,4.034989145,1.0006864180131,8444.00181964634,0.0741350906095552,607
"ul:3PL.POSS",31,3.46365805,3.144780255,3.81073434,1.00295292266922,6480.59398248143,0.0823723228995058,607
"ul:a lot",32,1.8920095,1.63873118,2.14799416,1.00337855787819,8074.14403709096,0.166392092257002,607
"ul:about",33,4.11782375,3.749505105,4.49873945,1.0003717279347,6656.82543631702,0.0593080724876442,607
"ul:above",34,3.30537805,2.976757325,3.640004495,1.00035436027918,8050.38394547577,0.0889621087314662,607
"ul:after",35,2.0931631,1.822801515,2.37036483,1.00181103939695,8030.00295616996,0.153212520593081,607
"ul:airplane",36,-2.06125045,-2.264282785,-1.862627465,1.0011346764196,8201.02009504299,0.543657331136738,607
"ul:all",37,0.79222369,0.559670581,1.021009885,1.00051198972753,6724.78237417151,0.250411861614498,607
"ul:all gone",38,-2.70278315,-2.91093467,-2.49641017,1.00429534496615,9442.23054215252,0.614497528830313,607
"ul:alligator",39,0.00127183535,-0.2072953485,0.2202009535,1.00368023639842,6031.12357718996,0.322899505766063,607
"ul:am",40,2.09675895,1.831554505,2.36059701,1.00109384376084,7134.51747856395,0.153212520593081,607
"ul:and",41,1.2704269,1.033914225,1.52064548,1.00058876582029,7806.2888173938,0.210873146622735,607
"ul:animal",42,-0.88318466,-1.081768105,-0.6744357505,1.00073642661805,7391.08209507664,0.413509060955519,607
"ul:ankle",43,2.4474505,2.176689335,2.725454795,1.00021540511501,6906.87520199501,0.131795716639209,607
"ul:another",44,1.88889405,1.63380257,2.142031935,1.00034604577973,6863.28298725954,0.166392092257002,607
"ul:ant",45,-0.000345106335,-0.215966885,0.217527215999999,1.0056736648116,8147.43699926252,0.322899505766063,607
"ul:any",46,2.81252745,2.519717405,3.119082975,0.999967110223872,6286.69649842897,0.112026359143328,607
"ul:apple",47,-3.71446205,-3.93533689,-3.5030395,1.00042506534573,9709.17363933071,0.71993410214168,607
"ul:applesauce",48,-0.487597055,-0.6902987165,-0.274421489,1.00350118301026,7252.69665879154,0.372322899505766,607
"ul:are",49,2.41997135,2.136009555,2.69838004,1.00054306036621,8155.95397988541,0.133443163097199,607
"ul:arm",50,-1.4240555,-1.62253839,-1.221172645,1.00416689757895,7030.91008832414,0.472817133443163,607
"ul:around",51,2.65626025,2.362172295,2.95790012,0.999736757851383,8364.87485482122,0.120263591433278,607
