"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:I",1,-0.2554413,-0.391905462,-0.113730903,1.00161049795042,11737.037408134,0.378912685337727,607
"id:a",2,0.40344323,0.24929651,0.55951974,1.00280911788634,10709.6826866252,0.240527182866557,607
"id:an",3,1.7208872,1.48423107,1.97637219,1.00005912726084,12055.2716713813,0.0757825370675453,607
"id:backyard",4,0.521547645,0.37414472,0.673804359,1.00026567306087,8540.50034771776,0.219110378912685,607
"id:couch",5,-0.319525395,-0.4556139845,-0.182780765,1.00164237989624,11633.3953107023,0.393739703459638,607
"id:garbage",6,0.390371655,0.238132119,0.5470755665,1.00009769473885,11342.6518059734,0.242174629324547,607
"id:he",7,0.860171285,0.688951434,1.035637385,1.00336178344264,11544.263290854,0.166392092257002,607
"id:her",8,1.15445505,0.965964976,1.357330815,0.99953104023786,8791.82736780908,0.128500823723229,607
"id:hers",9,1.4094264,1.200966615,1.626388885,1.00228856697628,9062.78512424539,0.102141680395387,607
"id:him",10,1.19943435,1.00151352,1.403262735,1.0010622565918,10806.9598448037,0.123558484349259,607
"id:his",11,1.23101745,1.028093175,1.44032682,1.00109643643774,11749.0149645606,0.120263591433278,607
"id:it",12,0.31247973,0.1673906035,0.4627869505,1.0012400870231,10127.1437843984,0.257001647446458,607
"id:me",13,-0.648664,-0.7809223455,-0.5169776165,1.00154605733375,10993.722384228,0.474464579901153,607
"id:mine",14,-1.0198064,-1.152635405,-0.8835480275,1.00593043439187,10289.0060975205,0.5667215815486,607
"id:my",15,-0.15536182,-0.2948806695,-0.01560323085,1.00214326983362,10969.8495694661,0.355848434925865,607
"id:noodles",16,-0.304842585,-0.4477598365,-0.1615331465,1.00212312937814,9861.15477466545,0.390444810543657,607
"id:she",17,0.84472601,0.676231778,1.02715778,1.00106835217097,10457.5022473851,0.168039538714992,607
"id:sofa",18,1.0863962,0.89699273,1.28968323,1.00163719714881,10443.8458471893,0.13673805601318,607
"id:spaghetti",19,0.044873262,-0.1033776665,0.196459696,1.00275631749437,11222.6851149633,0.311367380560132,607
"id:them",20,1.40852045,1.20048967,1.62585875,0.999687929051515,8860.63644676898,0.102141680395387,607
"id:they",21,1.3554857,1.14574399,1.56756899,1.00397821335407,9987.92691760548,0.107084019769357,607
"id:trash",22,-0.526824385,-0.6645814455,-0.3898172005,1.00112519674487,11664.5169979848,0.444810543657331,607
"id:us",23,1.61068825,1.381486855,1.85408421,1.00300742565985,12362.6220070057,0.0840197693574959,607
"id:we",24,1.18184165,0.989221029,1.38922007,1.00169568372475,12581.1741913713,0.125205930807249,607
"id:yard",25,0.59925893,0.434797883,0.769825289,1.00357397467013,12529.3952092326,0.205930807248764,607
"ul:1PL.POSS",26,1.40492345,1.19941982,1.62738888,1.00333317014362,10064.0752851272,0.102141680395387,607
"ul:1SG.REFL",27,1.04245325,0.8617422395,1.23409426,1.0033647197207,9441.78992803113,0.14168039538715,607
