"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"id:akebrett",1,0.0084245881,-0.06534483115,0.0810031379999999,1.0008699899068,6083.14611499697,0.448088779284834,4055
"id:at",2,2.83833975,2.74411408,2.935493435,1.00166402706133,8615.46541369327,0.157829839704069,4055
"id:badebasseng",3,1.21188105,1.1313881,1.295414995,1.00659356289463,7140.76090751809,0.309741060419235,4055
"id:bak",4,0.038072229,-0.03505224265,0.1133056355,1.0019624721085,6555.51666024264,0.380503144654088,4770
"id:bestefar",5,-0.88916823,-0.961512204,-0.815165595,1.00260455902216,7036.9036149001,0.476939203354298,4770
"id:bestemor",6,-0.718247455,-0.7931614615,-0.6423356385,1.0002187713909,5725.07005505865,0.459329140461216,4770
"id:bli",7,1.3930434,1.311615385,1.472215565,1.00135993509376,6961.16538219988,0.290258939580764,4055
"id:blyant",8,0.46383265,0.38757669,0.5401941705,1.00056975874062,6729.30608163632,0.394081381011097,4055
"id:boks",9,-0.255281,-0.331097165,-0.1819275185,1.0002299888851,6518.71008902405,0.479654747225647,4055
"id:bort",10,0.4510394,0.380417852,0.5245845675,1.00004294516748,5785.97789670874,0.338155136268344,4770
"id:borte",11,-2.3439599,-2.427135395,-2.265360735,1.00343971998398,8136.55840028609,0.716152897657213,4055
"id:bra",12,-0.11303749,-0.185510889,-0.0390391503000001,1.00023141394442,6240.26953137062,0.39601677148847,4770
"id:burde",13,5.43502095,5.27079364,5.60671821,0.999741066936333,9724.12370342327,0.0330456226880395,4055
"id:bør",14,5.45438655,5.29483016,5.61910053,1.00114097917049,8145.32741623791,0.0325524044389642,4055
"id:de",15,2.10311625,2.020969235,2.18762644,1.00061076083586,8113.82935311746,0.219975339087546,4055
"id:deg",16,0.67543626,0.600717104,0.751126722,1.00049617408778,5916.44892987566,0.369667077681874,4055
"id:dem",17,2.9861681,2.88717203,3.083783895,0.999844535126341,10424.1707165497,0.146979038224414,4055
"id:den",18,-2.09471105,-2.169926805,-2.01676606,1.00064809940392,7998.96033362642,0.59769392033543,4770
"id:denne",19,-0.39614302,-0.4686389695,-0.3213922815,1.00057060848375,6085.73622717916,0.425576519916143,4770
"id:det",20,-0.262500455,-0.335874369,-0.190511883,1.00023470132665,6044.58942498945,0.411530398322851,4770
"id:dette",21,1.67107555,1.586440925,1.755879435,1.00359702634511,9304.80664251623,0.223060796645702,4770
"id:du",22,-0.03747859,-0.1095903185,0.0339556595999999,1.00300941631097,6467.65278459604,0.388259958071279,4770
"id:dyne",23,-1.7420777,-1.816262595,-1.664748505,1.00105083329439,7706.81514808915,0.563522012578616,4770
"id:dårlig",24,1.97652575,1.89042611,2.059860595,0.999733071105941,8974.94272048542,0.231812577065351,4055
"id:ei",25,3.56460415,3.46201781,3.664484015,1.00053469728806,9004.40230311499,0.108754623921085,4055
"id:elske",26,2.2982478,2.21326921,2.38491286,1.0006673096518,8903.76457289533,0.172327044025157,4770
"id:en",27,0.64793155,0.5719511475,0.727238139,1.00113885953482,6527.68814917797,0.372872996300863,4055
"id:eske",28,0.56876607,0.494708351,0.6425053455,1.00005190328424,6665.7204755213,0.326415094339623,4770
"id:etter",29,1.86472935,1.78309146,1.94694624,1.00190973284875,8102.53772881433,0.242416769420469,4055
"id:etterpå",30,-0.160056075,-0.2361393125,-0.0818658599500001,1.00244360962514,4771.98380728595,0.468310727496917,4055
"id:farfar",31,0.24259545,0.169009165,0.3158220775,1.00003953845342,6323.71981222464,0.359329140461216,4770
"id:fargeblyant",32,1.61300145,1.527605785,1.69348365,1.00024767300076,8292.74179739677,0.267570900123305,4055
"id:farmor",33,0.032457191,-0.0431381278,0.1043854125,1.00116074832277,6685.01837824248,0.381132075471698,4770
"id:fat",34,0.74303635,0.667427899,0.8219102955,1.00113050829236,6708.26538146246,0.361775585696671,4055
"id:formiddag",35,4.970191,4.82527779,5.119616975,1.00002241148347,11758.1489819955,0.0458692971639951,4055
"id:forte seg",36,0.77300239,0.700895754,0.849072825,1.00113843847928,7246.67880041207,0.306079664570231,4770
"id:frekk",37,4.63631515,4.50724354,4.77454203,1.00169443692251,10162.3327597673,0.0486373165618449,4770
"id:få",38,-2.0724962,-2.14719012,-1.99589459,1.00016474895215,7726.59250959621,0.59559748427673,4770
"id:gjør",39,1.20838285,1.127329465,1.28769923,1.00063388572398,8067.23730676945,0.309987669543773,4055
"id:gjøre",40,1.22448585,1.145237035,1.3063585,1.00091167722414,7871.43616777907,0.30826140567201,4055
"id:gli",41,1.16054825,1.083361805,1.239952135,1.00236414892132,6420.01081162893,0.315166461159063,4055
"id:god",42,-0.135577845,-0.2111660065,-0.0584649541,1.00148976828644,6228.36462689413,0.465351418002466,4055
"id:godteri",43,-0.0622712855,-0.1395436455,0.01224099185,0.999858984643723,5958.93955642037,0.456473489519112,4055
"id:gåbil",44,2.2570452,2.170188675,2.346233245,1.0036457353408,8924.84131224508,0.205918618988903,4055
"id:ha",45,-1.7548027,-1.834990925,-1.675852345,1.00168563693186,9136.24013051756,0.654254007398274,4055
"id:ham",46,4.95352055,4.813074195,5.100784425,1.00414256840734,8286.13936872986,0.0463625154130703,4055
"id:han",47,0.756418265,0.6827639995,0.832761655,0.999804676287414,8185.5640116878,0.360295930949445,4055
"id:hans",48,2.6544857,2.56057749,2.74761858,1.00126752731184,10283.3408569068,0.146750524109015,4770
"id:har",49,0.852443125,0.773291852,0.9298883265,1.00273678379515,6429.25434131531,0.34944512946979,4055
"id:henne",50,3.07603185,2.98402104,3.175944305,1.0017953140049,9520.52105735019,0.140320591861899,4055
"id:hennes",51,3.0222024,2.92781719,3.118803325,1.00093313977027,9989.40412862295,0.122851153039832,4770
"id:hente",52,-0.956985605,-1.03214441,-0.883649815,1.00087276504375,5749.75818111328,0.484067085953878,4770
"id:her",53,-0.876844725,-0.952478044,-0.8000578275,1.00151814633078,7979.89162959852,0.553884093711467,4055
"id:hit",54,0.6197511,0.5458840765,0.694045717,1.00095413956519,6620.37145967923,0.376078914919852,4055
"id:hjem",55,-1.8632514,-1.941046905,-1.787722525,1.00016226527338,7401.76934349989,0.575471698113208,4770
"id:hjemme",56,-0.18761402,-0.2612651965,-0.1132725815,0.999637160536879,6758.01560571307,0.471516646115906,4055
"id:hos",57,1.7548043,1.674700765,1.833782335,1.00234532863553,7937.62062441422,0.253267570900123,4055
"id:hun",58,1.66252905,1.578079145,1.746439695,0.999916573376525,7680.67512142627,0.262392108508015,4055
"id:hver",59,3.2981682,3.203495125,3.394974895,1.00062346989956,8570.21362596946,0.125277435265105,4055
"id:hvert",60,4.5855383,4.451219695,4.71639848,1.00137535157041,9591.95265089455,0.0591861898890259,4055
"id:hvis",61,4.16527635,4.04097678,4.2850505,1.00238328155954,9747.97990611715,0.0769420468557337,4055
"id:inn",62,-1.14146865,-1.21861182,-1.066922145,1.00612984082482,7110.61880292655,0.50314465408805,4770
"id:inne",63,-0.428340495,-0.501983749,-0.355974087,1.00012981866186,6141.83260882954,0.428930817610063,4770
"id:inni",64,-0.175995375,-0.2502402815,-0.101538971,1.00175678228863,5321.03585344058,0.40272536687631,4770
"id:jeg",65,-0.929717555,-1.003246525,-0.8582076185,1.00349577358029,6599.07781004141,0.481341719077568,4770
"id:juice",66,-2.3341594,-2.41237046,-2.253984045,1.00114972396413,11139.8623565016,0.620125786163522,4770
"id:kasse",67,0.690719285,0.6160976435,0.763776865,1.00038920791527,6824.16647568887,0.367940813810111,4055
"id:kjeks",68,-2.9226948,-3.00607015,-2.838459685,1.00013910712496,10149.5204733089,0.671907756813417,4770
"id:kjelke",69,1.82687605,1.73965309,1.915450965,1.00188416968107,7707.6938557622,0.246115906288533,4055
"id:klosser",70,-0.849835975,-0.919905208,-0.776736444,1.00051302455692,6007.28601820049,0.472955974842767,4770
"id:knekkebrød",71,-0.242293705,-0.3130175025,-0.168191216,1.00261830992296,6445.24227078674,0.477928483353884,4055
"id:kveldsmat",72,0.54319581,0.468069496,0.617746005,1.00026207211518,6160.05052527299,0.384956843403206,4055
"id:legge",73,-0.81200473,-0.8860979345,-0.7381491505,1.00084024173171,6954.72997162962,0.468972746331237,4770
"id:lego",74,-0.301333615,-0.3774074245,-0.2243182465,1.0011937191649,5816.51779797188,0.485326757090012,4055
"id:leke (action)",75,-1.49331615,-1.567370135,-1.41668175,1.00061006374051,7130.55399467704,0.538784067085954,4770
"id:leverpostei",76,-0.788741495,-0.8622265935,-0.7125274105,1.000081179565,5395.22834699716,0.54327990135635,4055
"id:man",77,4.4975089,4.3721076,4.626759465,1.00079724963153,8672.81553487034,0.0626387176325524,4055
"id:med",78,1.07009135,0.993285392,1.14887071,1.00029034807115,6042.19625555387,0.325030826140567,4055
"id:meg",79,-0.268566555,-0.3402526995,-0.195016117,1.0026923881206,5619.77851869408,0.412368972746331,4770
"id:morfar",80,0.09438033,0.0197478151,0.1681840095,1.00240447522731,6240.16836898175,0.374633123689727,4770
"id:morgen",81,1.51339625,1.43525764,1.595645445,0.999704760801365,7645.83835539806,0.236687631027254,4770
"id:mormor",82,-1.56154385,-1.63690535,-1.48427722,1.00133344763622,7725.14888697572,0.545702306079665,4770
"id:ned",83,-1.25793355,-1.331397655,-1.1845548,1.00022859283522,6650.96130302679,0.515094339622642,4770
"id:nede",84,0.503400745,0.4274442995,0.5806986945,1.00025681058627,6834.51080866976,0.332914046121593,4770
"id:nedi",85,1.6093713,1.52651025,1.689552995,1.00123387216391,8288.42358710653,0.267817509247842,4055
"id:nugatti",86,2.8362212,2.745317785,2.92713056,0.999355159838105,9335.36683207303,0.158076448828607,4055
"id:om",87,3.1086255,3.01092035,3.20592109,1.00145505517632,8133.66380001431,0.138347718865598,4055
"id:opp",88,-2.15504015,-2.234562025,-2.079986765,1.00235026777116,8926.07901742444,0.60356394129979,4770
"id:oppe",89,0.00922200305,-0.06481809065,0.08110095155,1.00107024991701,6185.62219419486,0.383438155136268,4770
"id:oss",90,2.2577917,2.174414165,2.345368455,1.00060341663838,9550.48731930095,0.205918618988903,4055
"id:pannekake",91,-0.51516628,-0.5892124625,-0.4437641355,1.00221501111331,6171.81512833638,0.510727496917386,4055
"id:pasta",92,0.10486205,0.03242962645,0.179745365,1.00190520621805,5021.053788931,0.373584905660377,4770
"id:putte",93,0.514189465,0.4368576935,0.589055805,0.999989364559445,6439.51971023727,0.388409371146732,4055
"id:saft",94,-1.80089405,-1.87957539,-1.723045785,1.00134096631463,5556.02758671371,0.659432799013564,4055
"id:sin",95,-0.548837305,-0.6225277305,-0.4719015635,1.00173131391906,6759.70660054725,0.514673242909988,4055
"id:sint",96,0.062826101,-0.0122231475,0.1361504505,1.00021134650279,6193.08257415294,0.441676942046856,4055
"id:skli",97,-0.55387957,-0.6274439885,-0.479720873,1.00148724367533,5594.01138139202,0.515413070283601,4055
"id:skulle",98,3.4946182,3.39326221,3.59807607,1.00162799199931,9487.64405053851,0.112946979038224,4055
"id:skynde seg",99,1.5906671,1.514537075,1.669028295,1.00142312580328,7241.77857042451,0.269790382244143,4055
"id:slå",100,-0.5713629,-0.6437880885,-0.5023301435,1.00048598091489,5901.55400340206,0.444025157232704,4770
"id:spagetti",101,-0.122465765,-0.195185901,-0.0477685392500001,1.00213658949109,5329.19564216261,0.39706498951782,4770
"id:spille",102,0.0832753435,0.00865867736,0.1557097215,1.00128586798179,6614.82772625322,0.43921085080148,4055
"id:strømpebukse",103,-0.60650276,-0.6750326805,-0.5341091305,1.00069410926028,5223.56191915279,0.447589098532495,4770
"id:strømper",104,1.37447685,1.296248275,1.45348172,1.0023346565942,6896.02131127577,0.292231812577065,4055
"id:sukkertøy",105,2.5616494,2.474348545,2.651971615,0.999582626149093,7601.23958643326,0.153039832285115,4770
"id:sur",106,2.0279368,1.94486668,2.11148406,1.00056580817708,8149.58715677832,0.226880394574599,4055
"id:svømmehall",107,2.65660745,2.565143795,2.74763215,0.999577327274565,7744.65627470089,0.146540880503145,4770
"id:tallerken",108,-0.0707811035,-0.1441742665,0.001361183505,1.00012472506303,5337.81710903152,0.391823899371069,4770
"id:teppe",109,-1.11187275,-1.18753755,-1.038782055,1.00206818641967,6880.64536590816,0.50020964360587,4770
"id:tilbake",110,1.9518577,1.868286015,2.03290038,1.00001194795737,8138.14903044286,0.23403205918619,4055
"id:tran",111,0.956088675,0.877304444,1.030250745,1.00047733913547,7529.72727160231,0.337854500616523,4055
"id:treffe",112,2.4214471,2.33297734,2.511003445,1.00268383025793,8816.53287467399,0.191615289765721,4055
"id:trøtt",113,-0.507646385,-0.579905337,-0.435555725,1.00136875585352,6525.73887699877,0.437316561844864,4770
"id:ut",114,-3.4661393,-3.55961623,-3.37530395,1.00011273303833,8532.24404759717,0.816276202219482,4055
"id:ute (location)",115,-1.29538895,-1.37301584,-1.22026837,1.00240587685268,6749.47404711769,0.518867924528302,4770
"id:utenfor",116,3.2941426,3.19369397,3.39584781,1.0027720447114,8455.91360875339,0.125524044389642,4055
"id:utenpå",117,3.4618077,3.35937572,3.56868128,1.00260688108469,9122.92442973136,0.114919852034525,4055
"id:vafler",118,-0.355788605,-0.432999494,-0.2814408825,1.00034453281947,6507.87194384412,0.49173859432799,4055
"id:vekk",119,0.38635271,0.3128919695,0.4633255285,1.00307342904129,6689.69284516683,0.403205918618989,4055
"id:velte",120,1.7083528,1.628515485,1.78892642,1.0000981632155,8057.89634195478,0.257953144266338,4055
"id:venn",121,1.30082405,1.22227622,1.3828447,1.00104320981052,7289.02679344254,0.299876695437731,4055
"id:venninne",122,3.2773523,3.18011591,3.37909766,1.00138843970971,10271.9759002483,0.12675709001233,4055
"id:vent",123,-0.24161273,-0.3146985485,-0.1700200075,1.00097786627834,6334.64440463629,0.409433962264151,4770
"id:vente",124,0.1118692,0.03916246895,0.187975979,0.999853956352443,6054.22973449382,0.435758323057953,4055
"id:vi",125,1.36967175,1.29159134,1.452005845,1.00598442023502,7901.31387928192,0.292725030826141,4055
"id:vil",126,-0.256695325,-0.3300007755,-0.183834914,1.00008456361618,6960.23908159648,0.479901356350185,4055
"id:ville",127,2.5884678,2.50029911,2.67874622,1.00053547973519,9399.88844806367,0.177558569667078,4055
"id:være",128,1.51434705,1.434665375,1.590865505,1.00171439739987,7448.48873021365,0.277681874229346,4055
"id:være glad i",129,1.30236795,1.225978825,1.37911898,1.00378821518942,8084.8761703461,0.299876695437731,4055
"ul:1PL.POSS",130,1.8917883,1.807647755,1.975047335,1.00007455598164,9336.51009257588,0.239950678175092,4055
"ul:1SG.POSS",131,-3.16067165,-3.24597127,-3.077143785,1.0029113775532,9945.50129706642,0.691614255765199,4770
"ul:1SG.REFL",132,2.9081512,2.81418992,2.999835035,0.999916227662091,10516.6245436046,0.152651048088779,4055
"ul:2PL",133,2.5012229,2.416669305,2.587934815,1.00177133221762,8185.2030562673,0.184710234278668,4055
"ul:2PL.POSS",134,3.6916131,3.581486815,3.802585145,1.00347643060335,9940.28679216708,0.101356350184957,4055
"ul:2SG.POSS",135,-0.48972228,-0.564253134,-0.4136049325,1.00006784753569,7482.73420295307,0.435429769392034,4770
"ul:2SG.REFL",136,3.74802385,3.641926545,3.855296475,0.999762717363209,9078.79733692864,0.0981504315659679,4055
