step,epoch,word,n_occurrences,mean_nll,sum_nll
1,0.00017464198393293747,a,50,11.211284,560.564198
1,0.00017464198393293747,about,50,10.163322,508.166085
1,0.00017464198393293747,above,50,11.567857,578.392852
1,0.00017464198393293747,after,50,10.706889,535.344471
1,0.00017464198393293747,airplane,50,10.969593,548.479646
1,0.00017464198393293747,all,50,10.714320,535.715982
1,0.00017464198393293747,alligator,50,10.771417,538.570849
1,0.00017464198393293747,am,50,11.400562,570.028090
1,0.00017464198393293747,and,50,10.129524,506.476205
1,0.00017464198393293747,animal,50,11.670874,583.543703
1,0.00017464198393293747,ankle,5,10.884187,54.420933
1,0.00017464198393293747,another,50,10.477104,523.855194
1,0.00017464198393293747,any,50,10.640973,532.048655
1,0.00017464198393293747,apple,50,10.780610,539.030501
1,0.00017464198393293747,are,50,10.990928,549.546387
1,0.00017464198393293747,arm,50,11.425943,571.297169
1,0.00017464198393293747,around,50,10.943082,547.154080
1,0.00017464198393293747,asleep,50,11.442666,572.133296
1,0.00017464198393293747,at,50,10.680803,534.040146
1,0.00017464198393293747,aunt,42,10.864182,456.295642
1,0.00017464198393293747,awake,50,11.609993,580.499668
1,0.00017464198393293747,away,50,11.745812,587.290613
1,0.00017464198393293747,baby,50,9.532681,476.634034
1,0.00017464198393293747,babysitter,11,11.573940,127.313335
1,0.00017464198393293747,back,50,11.717497,585.874848
1,0.00017464198393293747,backyard,19,11.081894,210.555993
1,0.00017464198393293747,bad,50,10.611339,530.566936
1,0.00017464198393293747,ball,50,10.481856,524.092800
1,0.00017464198393293747,balloon,50,11.281558,564.077920
1,0.00017464198393293747,banana,50,11.363149,568.157449
1,0.00017464198393293747,basement,26,11.852354,308.161199
1,0.00017464198393293747,basket,50,10.841106,542.055296
1,0.00017464198393293747,bat,50,11.289792,564.489577
1,0.00017464198393293747,bath,50,10.763977,538.198838
1,0.00017464198393293747,bathroom,50,11.809787,590.489371
1,0.00017464198393293747,bathtub,31,10.785397,334.347314
1,0.00017464198393293747,be,50,11.959761,597.988038
1,0.00017464198393293747,beach,50,11.027508,551.375423
1,0.00017464198393293747,beads,50,11.848116,592.405787
1,0.00017464198393293747,beans,50,10.603216,530.160784
1,0.00017464198393293747,bear,50,11.036718,551.835923
1,0.00017464198393293747,because,50,10.730853,536.542651
1,0.00017464198393293747,bed,50,10.402680,520.134000
1,0.00017464198393293747,bedroom,50,10.860631,543.031530
1,0.00017464198393293747,bee,50,10.019412,500.970619
1,0.00017464198393293747,before,50,10.988095,549.404736
1,0.00017464198393293747,behind,50,9.900012,495.000603
1,0.00017464198393293747,belly,50,10.965829,548.291454
1,0.00017464198393293747,belt,50,10.986537,549.326858
1,0.00017464198393293747,bench,50,11.929369,596.468441
1,0.00017464198393293747,beside,50,10.788388,539.419401
1,0.00017464198393293747,better,50,10.309487,515.474350
1,0.00017464198393293747,bib,50,11.018076,550.903794
1,0.00017464198393293747,bicycle,50,10.962921,548.146038
1,0.00017464198393293747,big,50,10.861458,543.072911
1,0.00017464198393293747,bird,50,11.244576,562.228793
1,0.00017464198393293747,bite,50,10.183755,509.187769
1,0.00017464198393293747,black,50,11.115246,555.762313
1,0.00017464198393293747,blanket,50,11.161355,558.067726
1,0.00017464198393293747,block,50,10.734119,536.705963
1,0.00017464198393293747,blow,50,11.182307,559.115355
1,0.00017464198393293747,blue,50,10.482168,524.108385
1,0.00017464198393293747,boat,50,11.469349,573.467448
1,0.00017464198393293747,book,50,11.463212,573.160599
1,0.00017464198393293747,boots,50,10.228219,511.410974
1,0.00017464198393293747,bottle,50,11.686510,584.325486
1,0.00017464198393293747,bowl,50,11.816014,590.800679
1,0.00017464198393293747,box,50,9.785529,489.276473
1,0.00017464198393293747,boy,50,11.130096,556.504783
1,0.00017464198393293747,bread,50,10.288209,514.410433
1,0.00017464198393293747,break,50,11.012099,550.604929
1,0.00017464198393293747,breakfast,50,10.782282,539.114116
1,0.00017464198393293747,bring,50,10.710292,535.514604
1,0.00017464198393293747,broken,50,10.552081,527.604055
1,0.00017464198393293747,broom,50,11.099760,554.988005
1,0.00017464198393293747,brother,50,11.026505,551.325264
1,0.00017464198393293747,brown,50,11.354391,567.719535
1,0.00017464198393293747,brush,50,10.585059,529.252945
1,0.00017464198393293747,bubbles,50,11.015452,550.772610
1,0.00017464198393293747,bucket,50,10.956493,547.824656
1,0.00017464198393293747,bug,50,11.203272,560.163577
1,0.00017464198393293747,build,50,11.355144,567.757191
1,0.00017464198393293747,bump,50,10.804387,540.219332
1,0.00017464198393293747,bunny,50,10.520679,526.033957
1,0.00017464198393293747,bus,50,10.540179,527.008958
1,0.00017464198393293747,but,50,9.732552,486.627582
1,0.00017464198393293747,butter,50,11.100161,555.008052
1,0.00017464198393293747,butterfly,50,11.840896,592.044813
1,0.00017464198393293747,button,50,11.516276,575.813802
1,0.00017464198393293747,buy,50,11.800070,590.003520
1,0.00017464198393293747,by,50,11.210032,560.501614
1,0.00017464198393293747,bye,50,10.460565,523.028252
1,0.00017464198393293747,cake,50,11.662724,583.136199
1,0.00017464198393293747,call,50,10.979328,548.966407
1,0.00017464198393293747,camera,50,11.503773,575.188668
1,0.00017464198393293747,camping,31,11.239428,348.422278
1,0.00017464198393293747,can,50,9.312237,465.611868
1,0.00017464198393293747,candy,50,11.483172,574.158595
1,0.00017464198393293747,car,50,10.899511,544.975562
1,0.00017464198393293747,careful,50,10.705725,535.286251
1,0.00017464198393293747,carrots,50,10.020344,501.017179
1,0.00017464198393293747,carry,50,11.008038,550.401917
1,0.00017464198393293747,cat,50,11.258605,562.930271
1,0.00017464198393293747,catch,50,10.841456,542.072794
1,0.00017464198393293747,cereal,50,11.051615,552.580730
1,0.00017464198393293747,chair,50,11.124595,556.229751
1,0.00017464198393293747,chalk,40,10.282632,411.305282
1,0.00017464198393293747,chase,49,10.306425,505.014837
1,0.00017464198393293747,cheek,35,11.102692,388.594210
1,0.00017464198393293747,cheese,50,10.065489,503.274449
1,0.00017464198393293747,chicken,50,10.969214,548.460718
1,0.00017464198393293747,child,50,11.275266,563.763296
1,0.00017464198393293747,chin,50,10.978187,548.909358
1,0.00017464198393293747,chocolate,50,10.951025,547.551246
1,0.00017464198393293747,choo,50,11.638096,581.904780
1,0.00017464198393293747,church,50,10.647810,532.390483
1,0.00017464198393293747,circus,50,11.579593,578.979670
